prompt,output
"Frame: Vote

Sentence: In the Senate , Mike DeWine voted with Hillary Clinton to let illegal immigrants receive Social Security .

Frame Elements:
- Place: In the Senate
- Agent: Mike DeWine
- Side: with Hillary Clinton
- Issue: to let illegal immigrants receive Social Security

New order of frame elements: Place, Issue, Side, Agent

","In the Senate, to let illegal immigrants receive Social Security, with Hillary Clinton, Mike DeWine voted."
"Frame: Vote

Sentence: In the Senate , Mike DeWine voted with Hillary Clinton to let illegal immigrants receive Social Security .

Frame Elements:
- Place: In the Senate
- Agent: Mike DeWine
- Side: with Hillary Clinton
- Issue: to let illegal immigrants receive Social Security

New order of frame elements: Place, Side, Agent, Issue

","In the Senate, with Hillary Clinton, Mike DeWine voted to let illegal immigrants receive Social Security."
"Frame: Vote

Sentence: In the Senate , Mike DeWine voted with Hillary Clinton to let illegal immigrants receive Social Security .

Frame Elements:
- Place: In the Senate
- Agent: Mike DeWine
- Side: with Hillary Clinton
- Issue: to let illegal immigrants receive Social Security

New order of frame elements: Place, Side, Issue, Agent

","In the Senate, with Hillary Clinton, to let illegal immigrants receive Social Security, Mike DeWine voted."
"Frame: Vote

Sentence: Congresswoman Martha McSally voted to let companies sell your internet data to the highest bidder without your consent .

Frame Elements:
- Agent: Congresswoman Martha McSally
- Issue: to let companies sell your internet data to the highest bidder without your consent

New order of frame elements: Issue, Agent

","To let companies sell your internet data to the highest bidder without your consent, Congresswoman Martha McSally voted."
"Frame: Vote

Sentence: Republican Rep. Todd Rokita of Indiana voted against Trump 's border wall .

Frame Elements:
- Agent: Republican Rep. Todd Rokita of Indiana
- Position: against
- Issue: Trump 's border wall

New order of frame elements: Agent, Issue, Position

",Republican Rep. Todd Rokita of Indiana voted against Trump's border wall.
"Frame: Vote

Sentence: Republican Rep. Todd Rokita of Indiana voted against Trump 's border wall .

Frame Elements:
- Agent: Republican Rep. Todd Rokita of Indiana
- Position: against
- Issue: Trump 's border wall

New order of frame elements: Issue, Agent, Position

",Trump's border wall was voted against by Republican Rep. Todd Rokita of Indiana.
"Frame: Vote

Sentence: Republican Rep. Todd Rokita of Indiana voted against Trump 's border wall .

Frame Elements:
- Agent: Republican Rep. Todd Rokita of Indiana
- Position: against
- Issue: Trump 's border wall

New order of frame elements: Issue, Position, Agent

",Trump's border wall was voted against by Republican Rep. Todd Rokita of Indiana.
"Frame: Vote

Sentence: Republican Rep. Todd Rokita of Indiana voted against Trump 's border wall .

Frame Elements:
- Agent: Republican Rep. Todd Rokita of Indiana
- Position: against
- Issue: Trump 's border wall

New order of frame elements: Position, Agent, Issue

","Against Trump's border wall, Republican Rep. Todd Rokita of Indiana voted."
"Frame: Vote

Sentence: Republican Rep. Todd Rokita of Indiana voted against Trump 's border wall .

Frame Elements:
- Agent: Republican Rep. Todd Rokita of Indiana
- Position: against
- Issue: Trump 's border wall

New order of frame elements: Position, Issue, Agent

","Against Trump's border wall, Republican Rep. Todd Rokita of Indiana voted."
"Frame: Vote

Sentence: I am the only one onstage who has never voted to raise your taxes .

Frame Elements:
- Agent: I
- Frequency: never
- Issue: to raise your taxes

New order of frame elements: Agent, Issue, Frequency

","I have never voted to raise your taxes, making me the only one onstage."
"Frame: Vote

Sentence: I am the only one onstage who has never voted to raise your taxes .

Frame Elements:
- Agent: I
- Frequency: never
- Issue: to raise your taxes

New order of frame elements: Issue, Agent, Frequency

","To raise your taxes, I am the only one onstage who has never voted."
"Frame: Vote

Sentence: I am the only one onstage who has never voted to raise your taxes .

Frame Elements:
- Agent: I
- Frequency: never
- Issue: to raise your taxes

New order of frame elements: Issue, Frequency, Agent

","To raise your taxes, I am the only one onstage who has never voted."
"Frame: Vote

Sentence: I am the only one onstage who has never voted to raise your taxes .

Frame Elements:
- Agent: I
- Frequency: never
- Issue: to raise your taxes

New order of frame elements: Frequency, Agent, Issue

","Never have I, the only one onstage, voted to raise your taxes."
"Frame: Vote

Sentence: I am the only one onstage who has never voted to raise your taxes .

Frame Elements:
- Agent: I
- Frequency: never
- Issue: to raise your taxes

New order of frame elements: Frequency, Issue, Agent

","Never have I, the only one onstage, voted to raise your taxes."
"Frame: Vote

Sentence: Mitch McConnell was one of the few senators that voted after Tiananmen Square not to have punitive actions against China for human rights violations .

Frame Elements:
- Agent: Mitch McConnell
- Time: after Tiananmen Square
- Issue: not to have punitive actions against China for human rights violations

New order of frame elements: Agent, Issue, Time

","Mitch McConnell, not to have punitive actions against China for human rights violations, was one of the few senators that voted after Tiananmen Square."
"Frame: Vote

Sentence: Mitch McConnell was one of the few senators that voted after Tiananmen Square not to have punitive actions against China for human rights violations .

Frame Elements:
- Agent: Mitch McConnell
- Time: after Tiananmen Square
- Issue: not to have punitive actions against China for human rights violations

New order of frame elements: Issue, Agent, Time

","Not to have punitive actions against China for human rights violations was the choice made by Mitch McConnell after Tiananmen Square when he voted, unlike many other senators."
"Frame: Vote

Sentence: Mitch McConnell was one of the few senators that voted after Tiananmen Square not to have punitive actions against China for human rights violations .

Frame Elements:
- Agent: Mitch McConnell
- Time: after Tiananmen Square
- Issue: not to have punitive actions against China for human rights violations

New order of frame elements: Issue, Time, Agent

","Not to have punitive actions against China for human rights violations after Tiananmen Square was what Mitch McConnell voted for, one of the few senators."
"Frame: Vote

Sentence: Mitch McConnell was one of the few senators that voted after Tiananmen Square not to have punitive actions against China for human rights violations .

Frame Elements:
- Agent: Mitch McConnell
- Time: after Tiananmen Square
- Issue: not to have punitive actions against China for human rights violations

New order of frame elements: Time, Agent, Issue

","After Tiananmen Square, Mitch McConnell was one of the few senators that voted not to have punitive actions against China for human rights violations."
"Frame: Vote

Sentence: Mitch McConnell was one of the few senators that voted after Tiananmen Square not to have punitive actions against China for human rights violations .

Frame Elements:
- Agent: Mitch McConnell
- Time: after Tiananmen Square
- Issue: not to have punitive actions against China for human rights violations

New order of frame elements: Time, Issue, Agent

","After Tiananmen Square, not to have punitive actions against China for human rights violations was voted by Mitch McConnell, one of the few senators."
"Frame: Vote

Sentence: Bill Nelson voted against requiring Iran to recognize Israel and release American hostages .

Frame Elements:
- Agent: Bill Nelson
- Position: against
- Issue: requiring Iran to recognize Israel and release American hostages

New order of frame elements: Agent, Issue, Position

","Bill Nelson, requiring Iran to recognize Israel and release American hostages, voted against."
"Frame: Vote

Sentence: Bill Nelson voted against requiring Iran to recognize Israel and release American hostages .

Frame Elements:
- Agent: Bill Nelson
- Position: against
- Issue: requiring Iran to recognize Israel and release American hostages

New order of frame elements: Issue, Agent, Position

",Requiring Iran to recognize Israel and release American hostages was opposed by Bill Nelson in his vote.
"Frame: Vote

Sentence: Bill Nelson voted against requiring Iran to recognize Israel and release American hostages .

Frame Elements:
- Agent: Bill Nelson
- Position: against
- Issue: requiring Iran to recognize Israel and release American hostages

New order of frame elements: Issue, Position, Agent

",Requiring Iran to recognize Israel and release of American hostages was voted against by Bill Nelson.
"Frame: Vote

Sentence: Bill Nelson voted against requiring Iran to recognize Israel and release American hostages .

Frame Elements:
- Agent: Bill Nelson
- Position: against
- Issue: requiring Iran to recognize Israel and release American hostages

New order of frame elements: Position, Agent, Issue

","Against requiring Iran to recognize Israel and release American hostages, Bill Nelson voted."
"Frame: Vote

Sentence: Bill Nelson voted against requiring Iran to recognize Israel and release American hostages .

Frame Elements:
- Agent: Bill Nelson
- Position: against
- Issue: requiring Iran to recognize Israel and release American hostages

New order of frame elements: Position, Issue, Agent

","Against requiring Iran to recognize Israel and release American hostages, Bill Nelson voted."
"Frame: Vote

Sentence: Luke Messer and Todd Rokita voted to fast-track Obama 's trade deals .

Frame Elements:
- Agent: Luke Messer and Todd Rokita
- Issue: to fast-track Obama 's trade deals

New order of frame elements: Issue, Agent

","To fast-track Obama's trade deals, Luke Messer and Todd Rokita voted."
"Frame: Vote

Sentence: Dean Heller has voted for a GOP bill that funded efforts to revive Yucca Mountain .

Frame Elements:
- Agent: Dean Heller
- Position: for
- Issue: a GOP bill that funded efforts to revive Yucca Mountain

New order of frame elements: Agent, Issue, Position

",Dean Heller has voted for a GOP bill that funded efforts to revive Yucca Mountain.
"Frame: Vote

Sentence: Dean Heller has voted for a GOP bill that funded efforts to revive Yucca Mountain .

Frame Elements:
- Agent: Dean Heller
- Position: for
- Issue: a GOP bill that funded efforts to revive Yucca Mountain

New order of frame elements: Issue, Agent, Position

",A GOP bill that funded efforts to revive Yucca Mountain was voted for by Dean Heller.
"Frame: Vote

Sentence: Dean Heller has voted for a GOP bill that funded efforts to revive Yucca Mountain .

Frame Elements:
- Agent: Dean Heller
- Position: for
- Issue: a GOP bill that funded efforts to revive Yucca Mountain

New order of frame elements: Issue, Position, Agent

",A GOP bill that funded efforts to revive Yucca Mountain was voted for by Dean Heller.
"Frame: Vote

Sentence: Dean Heller has voted for a GOP bill that funded efforts to revive Yucca Mountain .

Frame Elements:
- Agent: Dean Heller
- Position: for
- Issue: a GOP bill that funded efforts to revive Yucca Mountain

New order of frame elements: Position, Agent, Issue

","For supporting a GOP bill that funded efforts to revive Yucca Mountain, Dean Heller has voted."
"Frame: Vote

Sentence: Dean Heller has voted for a GOP bill that funded efforts to revive Yucca Mountain .

Frame Elements:
- Agent: Dean Heller
- Position: for
- Issue: a GOP bill that funded efforts to revive Yucca Mountain

New order of frame elements: Position, Issue, Agent

","Voted for a GOP bill that funded efforts to revive Yucca Mountain, Dean Heller has."
"Frame: Vote

Sentence: Gwen Graham voted against President Obama 52 percent of the time .

Frame Elements:
- Agent: Gwen Graham
- Position: against
- Side: President Obama
- Support_rate: 52 percent of the time

New order of frame elements: Agent, Side, Position, Support_rate

",Gwen Graham voted against President Obama 52 percent of the time.
"Frame: Vote

Sentence: Gwen Graham voted against President Obama 52 percent of the time .

Frame Elements:
- Agent: Gwen Graham
- Position: against
- Side: President Obama
- Support_rate: 52 percent of the time

New order of frame elements: Agent, Side, Support_rate, Position

",Gwen Graham voted against President Obama 52 percent of the time.
"Frame: Vote

Sentence: Gwen Graham voted against President Obama 52 percent of the time .

Frame Elements:
- Agent: Gwen Graham
- Position: against
- Side: President Obama
- Support_rate: 52 percent of the time

New order of frame elements: Agent, Position, Support_rate, Side

","Gwen Graham, against President Obama, voted 52 percent of the time."
"Frame: Vote

Sentence: Gwen Graham voted against President Obama 52 percent of the time .

Frame Elements:
- Agent: Gwen Graham
- Position: against
- Side: President Obama
- Support_rate: 52 percent of the time

New order of frame elements: Agent, Support_rate, Side, Position

",Gwen Graham supported President Obama only 48 percent of the time by voting against him.
"Frame: Vote

Sentence: Gwen Graham voted against President Obama 52 percent of the time .

Frame Elements:
- Agent: Gwen Graham
- Position: against
- Side: President Obama
- Support_rate: 52 percent of the time

New order of frame elements: Agent, Support_rate, Position, Side

","Gwen Graham, 52 percent of the time, voted against President Obama."
"Frame: Vote

Sentence: Gwen Graham voted against President Obama 52 percent of the time .

Frame Elements:
- Agent: Gwen Graham
- Position: against
- Side: President Obama
- Support_rate: 52 percent of the time

New order of frame elements: Side, Agent, Position, Support_rate

",President Obama was voted against 52 percent of the time by Gwen Graham.
"Frame: Vote

Sentence: Gwen Graham voted against President Obama 52 percent of the time .

Frame Elements:
- Agent: Gwen Graham
- Position: against
- Side: President Obama
- Support_rate: 52 percent of the time

New order of frame elements: Side, Agent, Support_rate, Position

",President Obama was voted against by Gwen Graham 52 percent of the time.
"Frame: Vote

Sentence: Gwen Graham voted against President Obama 52 percent of the time .

Frame Elements:
- Agent: Gwen Graham
- Position: against
- Side: President Obama
- Support_rate: 52 percent of the time

New order of frame elements: Side, Position, Agent, Support_rate

",President Obama was voted against by Gwen Graham 52 percent of the time.
"Frame: Vote

Sentence: Gwen Graham voted against President Obama 52 percent of the time .

Frame Elements:
- Agent: Gwen Graham
- Position: against
- Side: President Obama
- Support_rate: 52 percent of the time

New order of frame elements: Side, Position, Support_rate, Agent

",President Obama was opposed by Gwen Graham 52 percent of the time in her votes.
"Frame: Vote

Sentence: Gwen Graham voted against President Obama 52 percent of the time .

Frame Elements:
- Agent: Gwen Graham
- Position: against
- Side: President Obama
- Support_rate: 52 percent of the time

New order of frame elements: Side, Support_rate, Agent, Position

",President Obama was voted against by Gwen Graham 52 percent of the time.
"Frame: Vote

Sentence: Gwen Graham voted against President Obama 52 percent of the time .

Frame Elements:
- Agent: Gwen Graham
- Position: against
- Side: President Obama
- Support_rate: 52 percent of the time

New order of frame elements: Side, Support_rate, Position, Agent

",President Obama was opposed by Gwen Graham 52 percent of the time in her votes.
"Frame: Vote

Sentence: Gwen Graham voted against President Obama 52 percent of the time .

Frame Elements:
- Agent: Gwen Graham
- Position: against
- Side: President Obama
- Support_rate: 52 percent of the time

New order of frame elements: Position, Agent, Side, Support_rate

","52 percent of the time, Gwen Graham voted against President Obama."
"Frame: Vote

Sentence: Gwen Graham voted against President Obama 52 percent of the time .

Frame Elements:
- Agent: Gwen Graham
- Position: against
- Side: President Obama
- Support_rate: 52 percent of the time

New order of frame elements: Position, Agent, Support_rate, Side

","Against President Obama, Gwen Graham voted 52 percent of the time."
"Frame: Vote

Sentence: Gwen Graham voted against President Obama 52 percent of the time .

Frame Elements:
- Agent: Gwen Graham
- Position: against
- Side: President Obama
- Support_rate: 52 percent of the time

New order of frame elements: Position, Side, Agent, Support_rate

","Against President Obama, Gwen Graham voted 52 percent of the time."
"Frame: Vote

Sentence: Gwen Graham voted against President Obama 52 percent of the time .

Frame Elements:
- Agent: Gwen Graham
- Position: against
- Side: President Obama
- Support_rate: 52 percent of the time

New order of frame elements: Position, Side, Support_rate, Agent

","Against President Obama, 52 percent of the time, Gwen Graham voted."
"Frame: Vote

Sentence: Gwen Graham voted against President Obama 52 percent of the time .

Frame Elements:
- Agent: Gwen Graham
- Position: against
- Side: President Obama
- Support_rate: 52 percent of the time

New order of frame elements: Position, Support_rate, Agent, Side

","Against President Obama 52 percent of the time, Gwen Graham voted."
"Frame: Vote

Sentence: Gwen Graham voted against President Obama 52 percent of the time .

Frame Elements:
- Agent: Gwen Graham
- Position: against
- Side: President Obama
- Support_rate: 52 percent of the time

New order of frame elements: Position, Support_rate, Side, Agent

","Against President Obama 52 percent of the time, Gwen Graham voted."
"Frame: Vote

Sentence: Gwen Graham voted against President Obama 52 percent of the time .

Frame Elements:
- Agent: Gwen Graham
- Position: against
- Side: President Obama
- Support_rate: 52 percent of the time

New order of frame elements: Support_rate, Agent, Side, Position

","52 percent of the time, Gwen Graham voted against President Obama."
"Frame: Vote

Sentence: Gwen Graham voted against President Obama 52 percent of the time .

Frame Elements:
- Agent: Gwen Graham
- Position: against
- Side: President Obama
- Support_rate: 52 percent of the time

New order of frame elements: Support_rate, Agent, Position, Side

","52 percent of the time, Gwen Graham voted against President Obama."
"Frame: Vote

Sentence: Gwen Graham voted against President Obama 52 percent of the time .

Frame Elements:
- Agent: Gwen Graham
- Position: against
- Side: President Obama
- Support_rate: 52 percent of the time

New order of frame elements: Support_rate, Side, Agent, Position

","52 percent of the time, President Obama was voted against by Gwen Graham."
"Frame: Vote

Sentence: Gwen Graham voted against President Obama 52 percent of the time .

Frame Elements:
- Agent: Gwen Graham
- Position: against
- Side: President Obama
- Support_rate: 52 percent of the time

New order of frame elements: Support_rate, Side, Position, Agent

","52 percent of the time, President Obama, against, Gwen Graham voted."
"Frame: Vote

Sentence: Gwen Graham voted against President Obama 52 percent of the time .

Frame Elements:
- Agent: Gwen Graham
- Position: against
- Side: President Obama
- Support_rate: 52 percent of the time

New order of frame elements: Support_rate, Position, Agent, Side

","52 percent of the time, Gwen Graham voted against President Obama."
"Frame: Vote

Sentence: Gwen Graham voted against President Obama 52 percent of the time .

Frame Elements:
- Agent: Gwen Graham
- Position: against
- Side: President Obama
- Support_rate: 52 percent of the time

New order of frame elements: Support_rate, Position, Side, Agent

","52 percent of the time, Gwen Graham voted against President Obama."
"Frame: Vote

Sentence: Jim Renacci has been a lobbyist even while in Congress and voted to make it easier for lobbyists to hold key government positions and harder to investigate conflicts of interest .

Frame Elements:
- Agent: Jim Renacci
- Issue: to make it easier for lobbyists to hold key government positions and harder to investigate conflicts of interest

New order of frame elements: Issue, Agent

","To make it easier for lobbyists to hold key government positions and harder to investigate conflicts of interest, Jim Renacci has been a lobbyist even while in Congress and voted."
"Frame: Vote

Sentence: Rep. Dan Donovan voted for Tax Cuts .

Frame Elements:
- Agent: Rep. Dan Donovan
- Position: for
- Issue: Tax Cuts

New order of frame elements: Agent, Issue, Position

",Rep. Dan Donovan voted for Tax Cuts.
"Frame: Vote

Sentence: Rep. Dan Donovan voted for Tax Cuts .

Frame Elements:
- Agent: Rep. Dan Donovan
- Position: for
- Issue: Tax Cuts

New order of frame elements: Issue, Agent, Position

",Tax Cuts were voted for by Rep. Dan Donovan.
"Frame: Vote

Sentence: Rep. Dan Donovan voted for Tax Cuts .

Frame Elements:
- Agent: Rep. Dan Donovan
- Position: for
- Issue: Tax Cuts

New order of frame elements: Issue, Position, Agent

",Tax Cuts were voted for by Rep. Dan Donovan.
"Frame: Vote

Sentence: Rep. Dan Donovan voted for Tax Cuts .

Frame Elements:
- Agent: Rep. Dan Donovan
- Position: for
- Issue: Tax Cuts

New order of frame elements: Position, Agent, Issue

","For Tax Cuts, Rep. Dan Donovan voted."
"Frame: Vote

Sentence: Rep. Dan Donovan voted for Tax Cuts .

Frame Elements:
- Agent: Rep. Dan Donovan
- Position: for
- Issue: Tax Cuts

New order of frame elements: Position, Issue, Agent

","For Tax Cuts, Rep. Dan Donovan voted."
"Frame: Vote

Sentence: Marsha Blackburn voted against military pay raise .

Frame Elements:
- Agent: Marsha Blackburn
- Position: against
- Issue: military pay raise

New order of frame elements: Agent, Issue, Position

",Marsha Blackburn military pay raise against voted.
"Frame: Vote

Sentence: Marsha Blackburn voted against military pay raise .

Frame Elements:
- Agent: Marsha Blackburn
- Position: against
- Issue: military pay raise

New order of frame elements: Issue, Agent, Position

",Military pay raise was voted against by Marsha Blackburn.
"Frame: Vote

Sentence: Marsha Blackburn voted against military pay raise .

Frame Elements:
- Agent: Marsha Blackburn
- Position: against
- Issue: military pay raise

New order of frame elements: Issue, Position, Agent

",Military pay raise was voted against by Marsha Blackburn.
"Frame: Vote

Sentence: Marsha Blackburn voted against military pay raise .

Frame Elements:
- Agent: Marsha Blackburn
- Position: against
- Issue: military pay raise

New order of frame elements: Position, Agent, Issue

","Against military pay raise, Marsha Blackburn voted."
"Frame: Vote

Sentence: Marsha Blackburn voted against military pay raise .

Frame Elements:
- Agent: Marsha Blackburn
- Position: against
- Issue: military pay raise

New order of frame elements: Position, Issue, Agent

","Against the military pay raise, Marsha Blackburn voted."
"Frame: Vote

Sentence: Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .

Frame Elements:
- Agent: Sherrod Brown
- Time: in 1978
- Position: for
- Issue: stricter removal standards for voter registration

New order of frame elements: Agent, Issue, Position, Time

",Sherrod Brown voted for stricter removal standards for voter registration in 1978 and then enforced them as Secretary of State.
"Frame: Vote

Sentence: Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .

Frame Elements:
- Agent: Sherrod Brown
- Time: in 1978
- Position: for
- Issue: stricter removal standards for voter registration

New order of frame elements: Agent, Issue, Time, Position

",Sherrod Brown voted for stricter removal standards for voter registration in 1978 and then enforced them as Secretary of State.
"Frame: Vote

Sentence: Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .

Frame Elements:
- Agent: Sherrod Brown
- Time: in 1978
- Position: for
- Issue: stricter removal standards for voter registration

New order of frame elements: Agent, Position, Issue, Time

",Sherrod Brown voted for stricter removal standards for voter registration in 1978 and then enforced them as Secretary of State.
"Frame: Vote

Sentence: Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .

Frame Elements:
- Agent: Sherrod Brown
- Time: in 1978
- Position: for
- Issue: stricter removal standards for voter registration

New order of frame elements: Agent, Position, Time, Issue

",Sherrod Brown voted for stricter removal standards for voter registration in 1978 and then enforced them as Secretary of State.
"Frame: Vote

Sentence: Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .

Frame Elements:
- Agent: Sherrod Brown
- Time: in 1978
- Position: for
- Issue: stricter removal standards for voter registration

New order of frame elements: Agent, Time, Issue, Position

","In 1978, Sherrod Brown voted for stricter removal standards for voter registration and then enforced them as Secretary of State."
"Frame: Vote

Sentence: Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .

Frame Elements:
- Agent: Sherrod Brown
- Time: in 1978
- Position: for
- Issue: stricter removal standards for voter registration

New order of frame elements: Issue, Agent, Position, Time

",Stricter removal standards for voter registration were voted for by Sherrod Brown in 1978 and then enforced as Secretary of State.
"Frame: Vote

Sentence: Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .

Frame Elements:
- Agent: Sherrod Brown
- Time: in 1978
- Position: for
- Issue: stricter removal standards for voter registration

New order of frame elements: Issue, Agent, Time, Position

","Stricter removal standards for voter registration were voted for by Sherrod Brown in 1978, and then enforced them as Secretary of State."
"Frame: Vote

Sentence: Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .

Frame Elements:
- Agent: Sherrod Brown
- Time: in 1978
- Position: for
- Issue: stricter removal standards for voter registration

New order of frame elements: Issue, Position, Agent, Time

","Stricter removal standards for voter registration were supported by Sherrod Brown in 1978, voting for them, and then enforcing them as Secretary of State."
"Frame: Vote

Sentence: Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .

Frame Elements:
- Agent: Sherrod Brown
- Time: in 1978
- Position: for
- Issue: stricter removal standards for voter registration

New order of frame elements: Issue, Position, Time, Agent

","Stricter removal standards for voter registration were voted for by Sherrod Brown in 1978, and then as Secretary of State he enforced them."
"Frame: Vote

Sentence: Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .

Frame Elements:
- Agent: Sherrod Brown
- Time: in 1978
- Position: for
- Issue: stricter removal standards for voter registration

New order of frame elements: Issue, Time, Agent, Position

","Stricter removal standards for voter registration were voted for by Sherrod Brown in 1978, and then enforced as Secretary of State."
"Frame: Vote

Sentence: Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .

Frame Elements:
- Agent: Sherrod Brown
- Time: in 1978
- Position: for
- Issue: stricter removal standards for voter registration

New order of frame elements: Issue, Time, Position, Agent

","Stricter removal standards for voter registration were voted for by Sherrod Brown in 1978, and then enforced by him as Secretary of State."
"Frame: Vote

Sentence: Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .

Frame Elements:
- Agent: Sherrod Brown
- Time: in 1978
- Position: for
- Issue: stricter removal standards for voter registration

New order of frame elements: Position, Agent, Issue, Time

","Voted for stricter removal standards for voter registration in 1978, Sherrod Brown then enforced them as Secretary of State."
"Frame: Vote

Sentence: Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .

Frame Elements:
- Agent: Sherrod Brown
- Time: in 1978
- Position: for
- Issue: stricter removal standards for voter registration

New order of frame elements: Position, Agent, Time, Issue

","Voted for stricter removal standards for voter registration, Sherrod Brown enforced them as Secretary of State in 1978."
"Frame: Vote

Sentence: Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .

Frame Elements:
- Agent: Sherrod Brown
- Time: in 1978
- Position: for
- Issue: stricter removal standards for voter registration

New order of frame elements: Position, Issue, Agent, Time

","In 1978, Sherrod Brown voted for stricter removal standards for voter registration and then enforced them as Secretary of State."
"Frame: Vote

Sentence: Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .

Frame Elements:
- Agent: Sherrod Brown
- Time: in 1978
- Position: for
- Issue: stricter removal standards for voter registration

New order of frame elements: Position, Issue, Time, Agent

","Voted for stricter removal standards for voter registration in 1978, Sherrod Brown then enforced them as Secretary of State."
"Frame: Vote

Sentence: Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .

Frame Elements:
- Agent: Sherrod Brown
- Time: in 1978
- Position: for
- Issue: stricter removal standards for voter registration

New order of frame elements: Position, Time, Agent, Issue

","For stricter removal standards for voter registration in 1978, Sherrod Brown voted  and then enforced them as Secretary of State."
"Frame: Vote

Sentence: Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .

Frame Elements:
- Agent: Sherrod Brown
- Time: in 1978
- Position: for
- Issue: stricter removal standards for voter registration

New order of frame elements: Position, Time, Issue, Agent

","Voted for stricter removal standards for voter registration in 1978, Sherrod Brown then enforced them as Secretary of State."
"Frame: Vote

Sentence: Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .

Frame Elements:
- Agent: Sherrod Brown
- Time: in 1978
- Position: for
- Issue: stricter removal standards for voter registration

New order of frame elements: Time, Agent, Issue, Position

","In 1978, Sherrod Brown voted for stricter removal standards for voter registration and then enforced them as Secretary of State."
"Frame: Vote

Sentence: Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .

Frame Elements:
- Agent: Sherrod Brown
- Time: in 1978
- Position: for
- Issue: stricter removal standards for voter registration

New order of frame elements: Time, Agent, Position, Issue

","In 1978, Sherrod Brown voted for stricter removal standards for voter registration and then enforced them as Secretary of State."
"Frame: Vote

Sentence: Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .

Frame Elements:
- Agent: Sherrod Brown
- Time: in 1978
- Position: for
- Issue: stricter removal standards for voter registration

New order of frame elements: Time, Issue, Agent, Position

","In 1978, for stricter removal standards for voter registration, Sherrod Brown voted and then enforced them as Secretary of State."
"Frame: Vote

Sentence: Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .

Frame Elements:
- Agent: Sherrod Brown
- Time: in 1978
- Position: for
- Issue: stricter removal standards for voter registration

New order of frame elements: Time, Issue, Position, Agent

","In 1978, for stricter removal standards for voter registration, Sherrod Brown voted and then enforced them as Secretary of State."
"Frame: Vote

Sentence: Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .

Frame Elements:
- Agent: Sherrod Brown
- Time: in 1978
- Position: for
- Issue: stricter removal standards for voter registration

New order of frame elements: Time, Position, Agent, Issue

","In 1978, for stricter removal standards for voter registration, Sherrod Brown voted and then enforced them as Secretary of State."
"Frame: Vote

Sentence: Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .

Frame Elements:
- Agent: Sherrod Brown
- Time: in 1978
- Position: for
- Issue: stricter removal standards for voter registration

New order of frame elements: Time, Position, Issue, Agent

","In 1978, for stricter removal standards for voter registration, Sherrod Brown voted and then enforced them as Secretary of State."
"Frame: Vote

Sentence: Ron DeSantis voted in an agricultural bill to give food stamps to illegal immigrants .

Frame Elements:
- Agent: Ron DeSantis
- Issue: in an agricultural bill to give food stamps to illegal immigrants

New order of frame elements: Issue, Agent

","In an agricultural bill to give food stamps to illegal immigrants, Ron DeSantis voted."
"Frame: Vote

Sentence: Sen. Bill Nelson voted for higher taxes 349 times .

Frame Elements:
- Agent: Sen. Bill Nelson
- Position: for
- Issue: higher taxes
- Frequency: 349 times

New order of frame elements: Agent, Issue, Position, Frequency

",Sen. Bill Nelson voted 349 times for higher taxes.
"Frame: Vote

Sentence: Sen. Bill Nelson voted for higher taxes 349 times .

Frame Elements:
- Agent: Sen. Bill Nelson
- Position: for
- Issue: higher taxes
- Frequency: 349 times

New order of frame elements: Agent, Issue, Frequency, Position

","Sen. Bill Nelson, higher taxes 349 times, voted for."
