og_sentence,frame,target,og_Agent,og_Issue,og_Side,og_Position,og_Frequency,og_Time,og_Place,og_Support_rate,prompt,new_sentence
Gwen Graham voted against President Obama 52 percent of the time .,Vote,voted,"(0, 11)",,"(26, 41)","(18, 25)",,,,"(42, 64)","Frame: Vote

Sentence: Gwen Graham voted against President Obama 52 percent of the time .

Frame Elements:
- Agent: Gwen Graham
- Position: against
- Side: President Obama
- Support_rate: 52 percent of the time

New order of frame elements: Agent, Side, Position, Support_rate

",Gwen Graham voted against President Obama 52 percent of the time.
Gwen Graham voted against President Obama 52 percent of the time .,Vote,voted,"(0, 11)",,"(26, 41)","(18, 25)",,,,"(42, 64)","Frame: Vote

Sentence: Gwen Graham voted against President Obama 52 percent of the time .

Frame Elements:
- Agent: Gwen Graham
- Position: against
- Side: President Obama
- Support_rate: 52 percent of the time

New order of frame elements: Agent, Side, Support_rate, Position

",Gwen Graham voted against President Obama 52 percent of the time.
Gwen Graham voted against President Obama 52 percent of the time .,Vote,voted,"(0, 11)",,"(26, 41)","(18, 25)",,,,"(42, 64)","Frame: Vote

Sentence: Gwen Graham voted against President Obama 52 percent of the time .

Frame Elements:
- Agent: Gwen Graham
- Position: against
- Side: President Obama
- Support_rate: 52 percent of the time

New order of frame elements: Agent, Position, Support_rate, Side

","Gwen Graham, against President Obama, voted 52 percent of the time."
Gwen Graham voted against President Obama 52 percent of the time .,Vote,voted,"(0, 11)",,"(26, 41)","(18, 25)",,,,"(42, 64)","Frame: Vote

Sentence: Gwen Graham voted against President Obama 52 percent of the time .

Frame Elements:
- Agent: Gwen Graham
- Position: against
- Side: President Obama
- Support_rate: 52 percent of the time

New order of frame elements: Agent, Support_rate, Side, Position

",Gwen Graham supported President Obama only 48 percent of the time by voting against him.
Gwen Graham voted against President Obama 52 percent of the time .,Vote,voted,"(0, 11)",,"(26, 41)","(18, 25)",,,,"(42, 64)","Frame: Vote

Sentence: Gwen Graham voted against President Obama 52 percent of the time .

Frame Elements:
- Agent: Gwen Graham
- Position: against
- Side: President Obama
- Support_rate: 52 percent of the time

New order of frame elements: Agent, Support_rate, Position, Side

","Gwen Graham, 52 percent of the time, voted against President Obama."
Gwen Graham voted against President Obama 52 percent of the time .,Vote,voted,"(0, 11)",,"(26, 41)","(18, 25)",,,,"(42, 64)","Frame: Vote

Sentence: Gwen Graham voted against President Obama 52 percent of the time .

Frame Elements:
- Agent: Gwen Graham
- Position: against
- Side: President Obama
- Support_rate: 52 percent of the time

New order of frame elements: Side, Agent, Position, Support_rate

",President Obama was voted against 52 percent of the time by Gwen Graham.
Gwen Graham voted against President Obama 52 percent of the time .,Vote,voted,"(0, 11)",,"(26, 41)","(18, 25)",,,,"(42, 64)","Frame: Vote

Sentence: Gwen Graham voted against President Obama 52 percent of the time .

Frame Elements:
- Agent: Gwen Graham
- Position: against
- Side: President Obama
- Support_rate: 52 percent of the time

New order of frame elements: Side, Agent, Support_rate, Position

",President Obama was voted against by Gwen Graham 52 percent of the time.
Gwen Graham voted against President Obama 52 percent of the time .,Vote,voted,"(0, 11)",,"(26, 41)","(18, 25)",,,,"(42, 64)","Frame: Vote

Sentence: Gwen Graham voted against President Obama 52 percent of the time .

Frame Elements:
- Agent: Gwen Graham
- Position: against
- Side: President Obama
- Support_rate: 52 percent of the time

New order of frame elements: Side, Position, Agent, Support_rate

",President Obama was voted against by Gwen Graham 52 percent of the time.
Gwen Graham voted against President Obama 52 percent of the time .,Vote,voted,"(0, 11)",,"(26, 41)","(18, 25)",,,,"(42, 64)","Frame: Vote

Sentence: Gwen Graham voted against President Obama 52 percent of the time .

Frame Elements:
- Agent: Gwen Graham
- Position: against
- Side: President Obama
- Support_rate: 52 percent of the time

New order of frame elements: Side, Position, Support_rate, Agent

",President Obama was opposed by Gwen Graham 52 percent of the time in her votes.
Gwen Graham voted against President Obama 52 percent of the time .,Vote,voted,"(0, 11)",,"(26, 41)","(18, 25)",,,,"(42, 64)","Frame: Vote

Sentence: Gwen Graham voted against President Obama 52 percent of the time .

Frame Elements:
- Agent: Gwen Graham
- Position: against
- Side: President Obama
- Support_rate: 52 percent of the time

New order of frame elements: Side, Support_rate, Agent, Position

",President Obama was voted against by Gwen Graham 52 percent of the time.
Gwen Graham voted against President Obama 52 percent of the time .,Vote,voted,"(0, 11)",,"(26, 41)","(18, 25)",,,,"(42, 64)","Frame: Vote

Sentence: Gwen Graham voted against President Obama 52 percent of the time .

Frame Elements:
- Agent: Gwen Graham
- Position: against
- Side: President Obama
- Support_rate: 52 percent of the time

New order of frame elements: Side, Support_rate, Position, Agent

",President Obama was opposed by Gwen Graham 52 percent of the time in her votes.
Gwen Graham voted against President Obama 52 percent of the time .,Vote,voted,"(0, 11)",,"(26, 41)","(18, 25)",,,,"(42, 64)","Frame: Vote

Sentence: Gwen Graham voted against President Obama 52 percent of the time .

Frame Elements:
- Agent: Gwen Graham
- Position: against
- Side: President Obama
- Support_rate: 52 percent of the time

New order of frame elements: Position, Agent, Side, Support_rate

","52 percent of the time, Gwen Graham voted against President Obama."
Gwen Graham voted against President Obama 52 percent of the time .,Vote,voted,"(0, 11)",,"(26, 41)","(18, 25)",,,,"(42, 64)","Frame: Vote

Sentence: Gwen Graham voted against President Obama 52 percent of the time .

Frame Elements:
- Agent: Gwen Graham
- Position: against
- Side: President Obama
- Support_rate: 52 percent of the time

New order of frame elements: Position, Agent, Support_rate, Side

","Against President Obama, Gwen Graham voted 52 percent of the time."
Gwen Graham voted against President Obama 52 percent of the time .,Vote,voted,"(0, 11)",,"(26, 41)","(18, 25)",,,,"(42, 64)","Frame: Vote

Sentence: Gwen Graham voted against President Obama 52 percent of the time .

Frame Elements:
- Agent: Gwen Graham
- Position: against
- Side: President Obama
- Support_rate: 52 percent of the time

New order of frame elements: Position, Side, Agent, Support_rate

","Against President Obama, Gwen Graham voted 52 percent of the time."
Gwen Graham voted against President Obama 52 percent of the time .,Vote,voted,"(0, 11)",,"(26, 41)","(18, 25)",,,,"(42, 64)","Frame: Vote

Sentence: Gwen Graham voted against President Obama 52 percent of the time .

Frame Elements:
- Agent: Gwen Graham
- Position: against
- Side: President Obama
- Support_rate: 52 percent of the time

New order of frame elements: Position, Side, Support_rate, Agent

","Against President Obama, 52 percent of the time, Gwen Graham voted."
Gwen Graham voted against President Obama 52 percent of the time .,Vote,voted,"(0, 11)",,"(26, 41)","(18, 25)",,,,"(42, 64)","Frame: Vote

Sentence: Gwen Graham voted against President Obama 52 percent of the time .

Frame Elements:
- Agent: Gwen Graham
- Position: against
- Side: President Obama
- Support_rate: 52 percent of the time

New order of frame elements: Position, Support_rate, Agent, Side

","Against President Obama 52 percent of the time, Gwen Graham voted."
Gwen Graham voted against President Obama 52 percent of the time .,Vote,voted,"(0, 11)",,"(26, 41)","(18, 25)",,,,"(42, 64)","Frame: Vote

Sentence: Gwen Graham voted against President Obama 52 percent of the time .

Frame Elements:
- Agent: Gwen Graham
- Position: against
- Side: President Obama
- Support_rate: 52 percent of the time

New order of frame elements: Position, Support_rate, Side, Agent

","Against President Obama 52 percent of the time, Gwen Graham voted."
Gwen Graham voted against President Obama 52 percent of the time .,Vote,voted,"(0, 11)",,"(26, 41)","(18, 25)",,,,"(42, 64)","Frame: Vote

Sentence: Gwen Graham voted against President Obama 52 percent of the time .

Frame Elements:
- Agent: Gwen Graham
- Position: against
- Side: President Obama
- Support_rate: 52 percent of the time

New order of frame elements: Support_rate, Agent, Side, Position

","52 percent of the time, Gwen Graham voted against President Obama."
Gwen Graham voted against President Obama 52 percent of the time .,Vote,voted,"(0, 11)",,"(26, 41)","(18, 25)",,,,"(42, 64)","Frame: Vote

Sentence: Gwen Graham voted against President Obama 52 percent of the time .

Frame Elements:
- Agent: Gwen Graham
- Position: against
- Side: President Obama
- Support_rate: 52 percent of the time

New order of frame elements: Support_rate, Agent, Position, Side

","52 percent of the time, Gwen Graham voted against President Obama."
Gwen Graham voted against President Obama 52 percent of the time .,Vote,voted,"(0, 11)",,"(26, 41)","(18, 25)",,,,"(42, 64)","Frame: Vote

Sentence: Gwen Graham voted against President Obama 52 percent of the time .

Frame Elements:
- Agent: Gwen Graham
- Position: against
- Side: President Obama
- Support_rate: 52 percent of the time

New order of frame elements: Support_rate, Side, Agent, Position

","52 percent of the time, President Obama was voted against by Gwen Graham."
Gwen Graham voted against President Obama 52 percent of the time .,Vote,voted,"(0, 11)",,"(26, 41)","(18, 25)",,,,"(42, 64)","Frame: Vote

Sentence: Gwen Graham voted against President Obama 52 percent of the time .

Frame Elements:
- Agent: Gwen Graham
- Position: against
- Side: President Obama
- Support_rate: 52 percent of the time

New order of frame elements: Support_rate, Side, Position, Agent

","52 percent of the time, President Obama, against, Gwen Graham voted."
Gwen Graham voted against President Obama 52 percent of the time .,Vote,voted,"(0, 11)",,"(26, 41)","(18, 25)",,,,"(42, 64)","Frame: Vote

Sentence: Gwen Graham voted against President Obama 52 percent of the time .

Frame Elements:
- Agent: Gwen Graham
- Position: against
- Side: President Obama
- Support_rate: 52 percent of the time

New order of frame elements: Support_rate, Position, Agent, Side

","52 percent of the time, Gwen Graham voted against President Obama."
Gwen Graham voted against President Obama 52 percent of the time .,Vote,voted,"(0, 11)",,"(26, 41)","(18, 25)",,,,"(42, 64)","Frame: Vote

Sentence: Gwen Graham voted against President Obama 52 percent of the time .

Frame Elements:
- Agent: Gwen Graham
- Position: against
- Side: President Obama
- Support_rate: 52 percent of the time

New order of frame elements: Support_rate, Position, Side, Agent

","52 percent of the time, Gwen Graham voted against President Obama."
Jim Renacci has been a lobbyist even while in Congress and voted to make it easier for lobbyists to hold key government positions and harder to investigate conflicts of interest .,Vote,voted,"(0, 11)","(65, 177)",,,,,,,"Frame: Vote

Sentence: Jim Renacci has been a lobbyist even while in Congress and voted to make it easier for lobbyists to hold key government positions and harder to investigate conflicts of interest .

Frame Elements:
- Agent: Jim Renacci
- Issue: to make it easier for lobbyists to hold key government positions and harder to investigate conflicts of interest

New order of frame elements: Issue, Agent

","To make it easier for lobbyists to hold key government positions and harder to investigate conflicts of interest, Jim Renacci has been a lobbyist even while in Congress and voted."
Rep. Dan Donovan voted for Tax Cuts .,Vote,voted,"(0, 16)","(27, 35)",,"(23, 26)",,,,,"Frame: Vote

Sentence: Rep. Dan Donovan voted for Tax Cuts .

Frame Elements:
- Agent: Rep. Dan Donovan
- Position: for
- Issue: Tax Cuts

New order of frame elements: Agent, Issue, Position

",Rep. Dan Donovan voted for Tax Cuts.
Rep. Dan Donovan voted for Tax Cuts .,Vote,voted,"(0, 16)","(27, 35)",,"(23, 26)",,,,,"Frame: Vote

Sentence: Rep. Dan Donovan voted for Tax Cuts .

Frame Elements:
- Agent: Rep. Dan Donovan
- Position: for
- Issue: Tax Cuts

New order of frame elements: Issue, Agent, Position

",Tax Cuts were voted for by Rep. Dan Donovan.
Rep. Dan Donovan voted for Tax Cuts .,Vote,voted,"(0, 16)","(27, 35)",,"(23, 26)",,,,,"Frame: Vote

Sentence: Rep. Dan Donovan voted for Tax Cuts .

Frame Elements:
- Agent: Rep. Dan Donovan
- Position: for
- Issue: Tax Cuts

New order of frame elements: Issue, Position, Agent

",Tax Cuts were voted for by Rep. Dan Donovan.
Rep. Dan Donovan voted for Tax Cuts .,Vote,voted,"(0, 16)","(27, 35)",,"(23, 26)",,,,,"Frame: Vote

Sentence: Rep. Dan Donovan voted for Tax Cuts .

Frame Elements:
- Agent: Rep. Dan Donovan
- Position: for
- Issue: Tax Cuts

New order of frame elements: Position, Agent, Issue

","For Tax Cuts, Rep. Dan Donovan voted."
Rep. Dan Donovan voted for Tax Cuts .,Vote,voted,"(0, 16)","(27, 35)",,"(23, 26)",,,,,"Frame: Vote

Sentence: Rep. Dan Donovan voted for Tax Cuts .

Frame Elements:
- Agent: Rep. Dan Donovan
- Position: for
- Issue: Tax Cuts

New order of frame elements: Position, Issue, Agent

","For Tax Cuts, Rep. Dan Donovan voted."
Marsha Blackburn voted against military pay raise .,Vote,voted,"(0, 16)","(31, 49)",,"(23, 30)",,,,,"Frame: Vote

Sentence: Marsha Blackburn voted against military pay raise .

Frame Elements:
- Agent: Marsha Blackburn
- Position: against
- Issue: military pay raise

New order of frame elements: Agent, Issue, Position

",Marsha Blackburn military pay raise against voted.
Marsha Blackburn voted against military pay raise .,Vote,voted,"(0, 16)","(31, 49)",,"(23, 30)",,,,,"Frame: Vote

Sentence: Marsha Blackburn voted against military pay raise .

Frame Elements:
- Agent: Marsha Blackburn
- Position: against
- Issue: military pay raise

New order of frame elements: Issue, Agent, Position

",Military pay raise was voted against by Marsha Blackburn.
Marsha Blackburn voted against military pay raise .,Vote,voted,"(0, 16)","(31, 49)",,"(23, 30)",,,,,"Frame: Vote

Sentence: Marsha Blackburn voted against military pay raise .

Frame Elements:
- Agent: Marsha Blackburn
- Position: against
- Issue: military pay raise

New order of frame elements: Issue, Position, Agent

",Military pay raise was voted against by Marsha Blackburn.
Marsha Blackburn voted against military pay raise .,Vote,voted,"(0, 16)","(31, 49)",,"(23, 30)",,,,,"Frame: Vote

Sentence: Marsha Blackburn voted against military pay raise .

Frame Elements:
- Agent: Marsha Blackburn
- Position: against
- Issue: military pay raise

New order of frame elements: Position, Agent, Issue

","Against military pay raise, Marsha Blackburn voted."
Marsha Blackburn voted against military pay raise .,Vote,voted,"(0, 16)","(31, 49)",,"(23, 30)",,,,,"Frame: Vote

Sentence: Marsha Blackburn voted against military pay raise .

Frame Elements:
- Agent: Marsha Blackburn
- Position: against
- Issue: military pay raise

New order of frame elements: Position, Issue, Agent

","Against the military pay raise, Marsha Blackburn voted."
Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .,Vote,voted,"(0, 13)","(32, 81)",,"(28, 31)",,"(14, 21)",,,"Frame: Vote

Sentence: Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .

Frame Elements:
- Agent: Sherrod Brown
- Time: in 1978
- Position: for
- Issue: stricter removal standards for voter registration

New order of frame elements: Agent, Issue, Position, Time

",Sherrod Brown voted for stricter removal standards for voter registration in 1978 and then enforced them as Secretary of State.
Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .,Vote,voted,"(0, 13)","(32, 81)",,"(28, 31)",,"(14, 21)",,,"Frame: Vote

Sentence: Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .

Frame Elements:
- Agent: Sherrod Brown
- Time: in 1978
- Position: for
- Issue: stricter removal standards for voter registration

New order of frame elements: Agent, Issue, Time, Position

",Sherrod Brown voted for stricter removal standards for voter registration in 1978 and then enforced them as Secretary of State.
Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .,Vote,voted,"(0, 13)","(32, 81)",,"(28, 31)",,"(14, 21)",,,"Frame: Vote

Sentence: Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .

Frame Elements:
- Agent: Sherrod Brown
- Time: in 1978
- Position: for
- Issue: stricter removal standards for voter registration

New order of frame elements: Agent, Position, Issue, Time

",Sherrod Brown voted for stricter removal standards for voter registration in 1978 and then enforced them as Secretary of State.
Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .,Vote,voted,"(0, 13)","(32, 81)",,"(28, 31)",,"(14, 21)",,,"Frame: Vote

Sentence: Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .

Frame Elements:
- Agent: Sherrod Brown
- Time: in 1978
- Position: for
- Issue: stricter removal standards for voter registration

New order of frame elements: Agent, Position, Time, Issue

",Sherrod Brown voted for stricter removal standards for voter registration in 1978 and then enforced them as Secretary of State.
Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .,Vote,voted,"(0, 13)","(32, 81)",,"(28, 31)",,"(14, 21)",,,"Frame: Vote

Sentence: Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .

Frame Elements:
- Agent: Sherrod Brown
- Time: in 1978
- Position: for
- Issue: stricter removal standards for voter registration

New order of frame elements: Agent, Time, Issue, Position

","In 1978, Sherrod Brown voted for stricter removal standards for voter registration and then enforced them as Secretary of State."
Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .,Vote,voted,"(0, 13)","(32, 81)",,"(28, 31)",,"(14, 21)",,,"Frame: Vote

Sentence: Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .

Frame Elements:
- Agent: Sherrod Brown
- Time: in 1978
- Position: for
- Issue: stricter removal standards for voter registration

New order of frame elements: Issue, Agent, Position, Time

",Stricter removal standards for voter registration were voted for by Sherrod Brown in 1978 and then enforced as Secretary of State.
Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .,Vote,voted,"(0, 13)","(32, 81)",,"(28, 31)",,"(14, 21)",,,"Frame: Vote

Sentence: Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .

Frame Elements:
- Agent: Sherrod Brown
- Time: in 1978
- Position: for
- Issue: stricter removal standards for voter registration

New order of frame elements: Issue, Agent, Time, Position

","Stricter removal standards for voter registration were voted for by Sherrod Brown in 1978, and then enforced them as Secretary of State."
Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .,Vote,voted,"(0, 13)","(32, 81)",,"(28, 31)",,"(14, 21)",,,"Frame: Vote

Sentence: Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .

Frame Elements:
- Agent: Sherrod Brown
- Time: in 1978
- Position: for
- Issue: stricter removal standards for voter registration

New order of frame elements: Issue, Position, Agent, Time

","Stricter removal standards for voter registration were supported by Sherrod Brown in 1978, voting for them, and then enforcing them as Secretary of State."
Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .,Vote,voted,"(0, 13)","(32, 81)",,"(28, 31)",,"(14, 21)",,,"Frame: Vote

Sentence: Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .

Frame Elements:
- Agent: Sherrod Brown
- Time: in 1978
- Position: for
- Issue: stricter removal standards for voter registration

New order of frame elements: Issue, Position, Time, Agent

","Stricter removal standards for voter registration were voted for by Sherrod Brown in 1978, and then as Secretary of State he enforced them."
Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .,Vote,voted,"(0, 13)","(32, 81)",,"(28, 31)",,"(14, 21)",,,"Frame: Vote

Sentence: Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .

Frame Elements:
- Agent: Sherrod Brown
- Time: in 1978
- Position: for
- Issue: stricter removal standards for voter registration

New order of frame elements: Issue, Time, Agent, Position

","Stricter removal standards for voter registration were voted for by Sherrod Brown in 1978, and then enforced as Secretary of State."
Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .,Vote,voted,"(0, 13)","(32, 81)",,"(28, 31)",,"(14, 21)",,,"Frame: Vote

Sentence: Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .

Frame Elements:
- Agent: Sherrod Brown
- Time: in 1978
- Position: for
- Issue: stricter removal standards for voter registration

New order of frame elements: Issue, Time, Position, Agent

","Stricter removal standards for voter registration were voted for by Sherrod Brown in 1978, and then enforced by him as Secretary of State."
Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .,Vote,voted,"(0, 13)","(32, 81)",,"(28, 31)",,"(14, 21)",,,"Frame: Vote

Sentence: Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .

Frame Elements:
- Agent: Sherrod Brown
- Time: in 1978
- Position: for
- Issue: stricter removal standards for voter registration

New order of frame elements: Position, Agent, Issue, Time

","Voted for stricter removal standards for voter registration in 1978, Sherrod Brown then enforced them as Secretary of State."
Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .,Vote,voted,"(0, 13)","(32, 81)",,"(28, 31)",,"(14, 21)",,,"Frame: Vote

Sentence: Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .

Frame Elements:
- Agent: Sherrod Brown
- Time: in 1978
- Position: for
- Issue: stricter removal standards for voter registration

New order of frame elements: Position, Agent, Time, Issue

","Voted for stricter removal standards for voter registration, Sherrod Brown enforced them as Secretary of State in 1978."
Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .,Vote,voted,"(0, 13)","(32, 81)",,"(28, 31)",,"(14, 21)",,,"Frame: Vote

Sentence: Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .

Frame Elements:
- Agent: Sherrod Brown
- Time: in 1978
- Position: for
- Issue: stricter removal standards for voter registration

New order of frame elements: Position, Issue, Agent, Time

","In 1978, Sherrod Brown voted for stricter removal standards for voter registration and then enforced them as Secretary of State."
Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .,Vote,voted,"(0, 13)","(32, 81)",,"(28, 31)",,"(14, 21)",,,"Frame: Vote

Sentence: Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .

Frame Elements:
- Agent: Sherrod Brown
- Time: in 1978
- Position: for
- Issue: stricter removal standards for voter registration

New order of frame elements: Position, Issue, Time, Agent

","Voted for stricter removal standards for voter registration in 1978, Sherrod Brown then enforced them as Secretary of State."
Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .,Vote,voted,"(0, 13)","(32, 81)",,"(28, 31)",,"(14, 21)",,,"Frame: Vote

Sentence: Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .

Frame Elements:
- Agent: Sherrod Brown
- Time: in 1978
- Position: for
- Issue: stricter removal standards for voter registration

New order of frame elements: Position, Time, Agent, Issue

","For stricter removal standards for voter registration in 1978, Sherrod Brown voted  and then enforced them as Secretary of State."
Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .,Vote,voted,"(0, 13)","(32, 81)",,"(28, 31)",,"(14, 21)",,,"Frame: Vote

Sentence: Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .

Frame Elements:
- Agent: Sherrod Brown
- Time: in 1978
- Position: for
- Issue: stricter removal standards for voter registration

New order of frame elements: Position, Time, Issue, Agent

","Voted for stricter removal standards for voter registration in 1978, Sherrod Brown then enforced them as Secretary of State."
Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .,Vote,voted,"(0, 13)","(32, 81)",,"(28, 31)",,"(14, 21)",,,"Frame: Vote

Sentence: Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .

Frame Elements:
- Agent: Sherrod Brown
- Time: in 1978
- Position: for
- Issue: stricter removal standards for voter registration

New order of frame elements: Time, Agent, Issue, Position

","In 1978, Sherrod Brown voted for stricter removal standards for voter registration and then enforced them as Secretary of State."
Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .,Vote,voted,"(0, 13)","(32, 81)",,"(28, 31)",,"(14, 21)",,,"Frame: Vote

Sentence: Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .

Frame Elements:
- Agent: Sherrod Brown
- Time: in 1978
- Position: for
- Issue: stricter removal standards for voter registration

New order of frame elements: Time, Agent, Position, Issue

","In 1978, Sherrod Brown voted for stricter removal standards for voter registration and then enforced them as Secretary of State."
Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .,Vote,voted,"(0, 13)","(32, 81)",,"(28, 31)",,"(14, 21)",,,"Frame: Vote

Sentence: Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .

Frame Elements:
- Agent: Sherrod Brown
- Time: in 1978
- Position: for
- Issue: stricter removal standards for voter registration

New order of frame elements: Time, Issue, Agent, Position

","In 1978, for stricter removal standards for voter registration, Sherrod Brown voted and then enforced them as Secretary of State."
Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .,Vote,voted,"(0, 13)","(32, 81)",,"(28, 31)",,"(14, 21)",,,"Frame: Vote

Sentence: Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .

Frame Elements:
- Agent: Sherrod Brown
- Time: in 1978
- Position: for
- Issue: stricter removal standards for voter registration

New order of frame elements: Time, Issue, Position, Agent

","In 1978, for stricter removal standards for voter registration, Sherrod Brown voted and then enforced them as Secretary of State."
Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .,Vote,voted,"(0, 13)","(32, 81)",,"(28, 31)",,"(14, 21)",,,"Frame: Vote

Sentence: Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .

Frame Elements:
- Agent: Sherrod Brown
- Time: in 1978
- Position: for
- Issue: stricter removal standards for voter registration

New order of frame elements: Time, Position, Agent, Issue

","In 1978, for stricter removal standards for voter registration, Sherrod Brown voted and then enforced them as Secretary of State."
Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .,Vote,voted,"(0, 13)","(32, 81)",,"(28, 31)",,"(14, 21)",,,"Frame: Vote

Sentence: Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .

Frame Elements:
- Agent: Sherrod Brown
- Time: in 1978
- Position: for
- Issue: stricter removal standards for voter registration

New order of frame elements: Time, Position, Issue, Agent

","In 1978, for stricter removal standards for voter registration, Sherrod Brown voted and then enforced them as Secretary of State."
Ron DeSantis voted in an agricultural bill to give food stamps to illegal immigrants .,Vote,voted,"(0, 12)","(19, 84)",,,,,,,"Frame: Vote

Sentence: Ron DeSantis voted in an agricultural bill to give food stamps to illegal immigrants .

Frame Elements:
- Agent: Ron DeSantis
- Issue: in an agricultural bill to give food stamps to illegal immigrants

New order of frame elements: Issue, Agent

","In an agricultural bill to give food stamps to illegal immigrants, Ron DeSantis voted."
Sen. Bill Nelson voted for higher taxes 349 times .,Vote,voted,"(0, 16)","(27, 39)",,"(23, 26)","(40, 49)",,,,"Frame: Vote

Sentence: Sen. Bill Nelson voted for higher taxes 349 times .

Frame Elements:
- Agent: Sen. Bill Nelson
- Position: for
- Issue: higher taxes
- Frequency: 349 times

New order of frame elements: Agent, Issue, Position, Frequency

",Sen. Bill Nelson voted 349 times for higher taxes.
Sen. Bill Nelson voted for higher taxes 349 times .,Vote,voted,"(0, 16)","(27, 39)",,"(23, 26)","(40, 49)",,,,"Frame: Vote

Sentence: Sen. Bill Nelson voted for higher taxes 349 times .

Frame Elements:
- Agent: Sen. Bill Nelson
- Position: for
- Issue: higher taxes
- Frequency: 349 times

New order of frame elements: Agent, Issue, Frequency, Position

","Sen. Bill Nelson, higher taxes 349 times, voted for."
Sen. Bill Nelson voted for higher taxes 349 times .,Vote,voted,"(0, 16)","(27, 39)",,"(23, 26)","(40, 49)",,,,"Frame: Vote

Sentence: Sen. Bill Nelson voted for higher taxes 349 times .

Frame Elements:
- Agent: Sen. Bill Nelson
- Position: for
- Issue: higher taxes
- Frequency: 349 times

New order of frame elements: Agent, Position, Frequency, Issue

",Sen. Bill Nelson voted 349 times for higher taxes.
Sen. Bill Nelson voted for higher taxes 349 times .,Vote,voted,"(0, 16)","(27, 39)",,"(23, 26)","(40, 49)",,,,"Frame: Vote

Sentence: Sen. Bill Nelson voted for higher taxes 349 times .

Frame Elements:
- Agent: Sen. Bill Nelson
- Position: for
- Issue: higher taxes
- Frequency: 349 times

New order of frame elements: Agent, Frequency, Issue, Position

",Sen. Bill Nelson voted 349 times for higher taxes.
